TransactionID,CustomerID,OrderDate,Category,Product,Quantity,UnitPrice,Discount,Amount,CustomerName,Gender,Age,AgeGroup,City,State,Region,JoinDate,Email
TXN002218,C00449,2022-06-07,Electronics,Tablet,3,185.04,0.0,555.12,Jessica Thompson,Female,51,46-55,Dallas,TX,South,2021-01-11,customer449@email.com
TXN002623,C00543,2022-06-07,Home,Sofa,3,57.09,0.15,145.58,Thomas Smith,Male,71,65+,Chicago,IL,Central,2021-01-14,customer543@email.com
TXN002325,C00474,2022-06-07,Sports,Running Shoes,1,159.75,0.0,159.75,Richard Martinez,Male,44,36-45,Columbus,OH,Central,2024-04-08,customer474@email.com
TXN001743,C00338,2022-06-08,Home,Sofa,2,66.37,0.0,132.73,Jessica Rodriguez,Male,58,56-65,Boston,MA,East,2021-11-09,customer338@email.com
TXN002785,C00571,2022-06-08,Home,Decor,2,57.62,0.0,115.24,Anthony Johnson,Male,57,56-65,Austin,TX,South,2021-09-18,customer571@email.com
TXN001800,C00352,2022-06-09,Sports,Bicycle,1,344.94,0.0,344.94,Anthony Gonzalez,Female,49,46-55,Jacksonville,FL,South,2023-08-10,customer352@email.com
TXN001708,C00333,2022-06-09,Clothing,Sneakers,1,225.39,0.1,202.85,Donald Anderson,Male,63,56-65,Fort Worth,TX,South,2023-02-18,customer333@email.com
TXN003107,C00656,2022-06-09,Electronics,Tablet,3,191.77,0.15,489.02,Barbara Williams,Female,66,65+,Seattle,WA,West,2022-09-29,customer656@email.com
TXN002395,C00496,2022-06-10,Beauty,Haircare,2,63.44,0.2,101.51,Jennifer Davis,Female,68,65+,Seattle,WA,West,2023-05-29,customer496@email.com
TXN000725,C00130,2022-06-10,Beauty,Haircare,3,118.29,0.0,354.86,Andrew Jackson,Male,18,18-25,San Jose,CA,West,2023-10-10,customer130@email.com
TXN001390,C00267,2022-06-11,Home,Cookware,1,101.75,0.1,91.58,Daniel White,Female,20,18-25,San Antonio,TX,South,2021-01-25,customer267@email.com
TXN000663,C00122,2022-06-11,Beauty,Makeup,3,133.37,0.0,400.12,Patricia Davis,Female,61,56-65,Los Angeles,CA,West,2021-09-21,customer122@email.com
TXN002891,C00597,2022-06-11,Electronics,Laptop,1,84.05,0.05,79.85,Joshua Taylor,Female,60,56-65,Denver,CO,West,2021-11-07,customer597@email.com
TXN000250,C00044,2022-06-11,Home,Lamp,1,147.88,0.15,125.7,David Moore,Female,69,65+,Houston,TX,South,2023-05-14,customer44@email.com
TXN000935,C00172,2022-06-11,Beauty,Haircare,1,116.73,0.0,116.73,Patricia Taylor,Female,38,36-45,Jacksonville,FL,South,2023-11-15,customer172@email.com
TXN000148,C00026,2022-06-11,Clothing,Dress,2,104.89,0.15,178.32,Sandra Moore,Female,62,56-65,Philadelphia,PA,East,2021-10-23,customer26@email.com
TXN003297,C00696,2022-06-12,Beauty,Haircare,3,112.74,0.0,338.23,Charles Hernandez,Female,53,46-55,Seattle,WA,West,2021-09-10,customer696@email.com
TXN002736,C00562,2022-06-12,Home,Sofa,3,356.68,0.15,909.53,Betty Clark,Female,53,46-55,Los Angeles,CA,West,2023-05-17,customer562@email.com
TXN003394,C00722,2022-06-13,Electronics,Tablet,3,48.07,0.05,137.0,Emily Hernandez,Female,73,65+,Los Angeles,CA,West,2022-10-23,customer722@email.com
TXN003625,C00779,2022-06-13,Clothing,Jacket,2,248.06,0.0,496.13,Donna Brown,Female,56,56-65,Nashville,TN,South,2021-01-23,customer779@email.com
TXN002598,C00541,2022-06-14,Clothing,Sneakers,1,73.94,0.05,70.24,Margaret White,Male,20,18-25,New York,NY,East,2021-01-22,customer541@email.com
TXN001906,C00379,2022-06-14,Sports,Bicycle,1,186.33,0.0,186.33,Susan Anderson,Male,47,46-55,Nashville,TN,South,2021-09-18,customer379@email.com
TXN002759,C00564,2022-06-14,Clothing,Jeans,1,128.17,0.0,128.17,Sandra Williams,Male,19,18-25,Houston,TX,South,2023-07-29,customer564@email.com
TXN003074,C00645,2022-06-14,Sports,Dumbbells,2,76.26,0.0,152.52,Michael Anderson,Female,53,46-55,Phoenix,AZ,West,2021-02-19,customer645@email.com
TXN000962,C00181,2022-06-14,Clothing,Jacket,2,50.32,0.0,100.64,Jennifer Wilson,Male,36,36-45,New York,NY,East,2021-01-29,customer181@email.com
TXN000414,C00078,2022-06-14,Sports,Dumbbells,3,68.67,0.0,206.0,Paul Harris,Male,36,36-45,Boston,MA,East,2021-01-09,customer78@email.com
TXN001900,C00377,2022-06-15,Home,Cookware,1,222.48,0.0,222.48,Patricia Rodriguez,Female,20,18-25,Denver,CO,West,2023-01-16,customer377@email.com
TXN003043,C00638,2022-06-15,Electronics,Tablet,1,447.34,0.1,402.61,Ashley Ramirez,Male,59,56-65,Boston,MA,East,2024-04-10,customer638@email.com
TXN001460,C00282,2022-06-16,Beauty,Haircare,1,303.78,0.05,288.59,Karen Perez,Female,74,65+,Los Angeles,CA,West,2022-05-19,customer282@email.com
TXN001778,C00349,2022-06-17,Sports,Dumbbells,1,105.6,0.1,95.04,Nancy Moore,Female,57,56-65,Dallas,TX,South,2022-04-21,customer349@email.com
TXN002299,C00469,2022-06-17,Beauty,Perfume,2,51.75,0.0,103.5,Susan White,Female,20,18-25,Dallas,TX,South,2021-11-14,customer469@email.com
TXN002856,C00589,2022-06-17,Beauty,Skincare,1,441.63,0.0,441.63,Linda Lee,Female,67,65+,Dallas,TX,South,2021-05-06,customer589@email.com
TXN003451,C00736,2022-06-18,Beauty,Skincare,1,218.67,0.0,218.67,Donna White,Female,72,65+,Seattle,WA,West,2023-02-28,customer736@email.com
TXN000473,C00088,2022-06-18,Clothing,Dress,3,276.51,0.15,705.1,Steven Martin,Female,50,46-55,San Diego,CA,West,2024-03-04,customer88@email.com
TXN003586,C00767,2022-06-18,Home,Sofa,2,119.72,0.0,239.45,Barbara Brown,Female,58,56-65,San Antonio,TX,South,2021-02-08,customer767@email.com
TXN002640,C00546,2022-06-18,Beauty,Makeup,2,99.16,0.05,188.4,Mary Harris,Male,72,65+,Philadelphia,PA,East,2022-11-16,customer546@email.com
TXN003127,C00659,2022-06-19,Clothing,Sneakers,1,80.06,0.05,76.06,Jessica Thomas,Male,57,56-65,Nashville,TN,South,2022-09-13,customer659@email.com
TXN001479,C00286,2022-06-19,Home,Decor,3,370.75,0.0,1112.25,William Miller,Female,66,65+,Philadelphia,PA,East,2022-12-25,customer286@email.com
TXN002710,C00554,2022-06-19,Sports,Dumbbells,3,224.62,0.0,673.87,Ashley Williams,Female,45,36-45,Columbus,OH,Central,2022-02-08,customer554@email.com
TXN000656,C00120,2022-06-20,Clothing,Jacket,2,400.51,0.0,801.01,Joseph Smith,Female,71,65+,Detroit,MI,Central,2022-11-13,customer120@email.com
TXN000280,C00049,2022-06-20,Electronics,Laptop,1,149.06,0.0,149.06,Christopher Clark,Female,59,56-65,Dallas,TX,South,2024-01-15,customer49@email.com
TXN001686,C00328,2022-06-21,Electronics,Smartphone,2,325.61,0.0,651.21,Joshua Hernandez,Female,61,56-65,San Diego,CA,West,2023-04-08,customer328@email.com
TXN000320,C00054,2022-06-21,Electronics,Smartwatch,3,51.46,0.0,154.38,Susan Robinson,Female,26,26-35,Columbus,OH,Central,2022-12-11,customer54@email.com
TXN001495,C00288,2022-06-21,Electronics,Smartphone,1,187.65,0.05,178.27,Matthew Perez,Male,54,46-55,San Diego,CA,West,2022-10-16,customer288@email.com
TXN003524,C00755,2022-06-22,Home,Bedding,3,260.51,0.05,742.44,Nancy Davis,Female,67,65+,Charlotte,NC,South,2021-08-05,customer755@email.com
TXN000661,C00121,2022-06-22,Beauty,Perfume,1,40.44,0.05,38.41,Robert Thompson,Male,50,46-55,New York,NY,East,2023-09-30,customer121@email.com
TXN001667,C00325,2022-06-22,Electronics,Smartwatch,1,94.26,0.1,84.84,William Sanchez,Male,63,56-65,Phoenix,AZ,West,2021-01-23,customer325@email.com
TXN002964,C00622,2022-06-23,Sports,Dumbbells,3,63.89,0.0,191.67,Steven Jackson,Female,60,56-65,Los Angeles,CA,West,2022-05-13,customer622@email.com
TXN001914,C00381,2022-06-23,Clothing,Jeans,1,45.87,0.05,43.58,Matthew Rodriguez,Female,34,26-35,New York,NY,East,2023-05-04,customer381@email.com
TXN001578,C00302,2022-06-24,Electronics,Laptop,2,67.25,0.0,134.51,Steven Perez,Female,42,36-45,Los Angeles,CA,West,2022-08-24,customer302@email.com
TXN000002,C00001,2022-06-24,Sports,Dumbbells,1,198.25,0.05,188.34,Linda Smith,Female,32,26-35,New York,NY,East,2024-02-01,customer1@email.com
TXN001223,C00233,2022-06-25,Electronics,Smartwatch,1,89.33,0.1,80.4,Daniel Miller,Female,32,26-35,Fort Worth,TX,South,2021-04-08,customer233@email.com
TXN002820,C00580,2022-06-26,Beauty,Makeup,2,145.69,0.15,247.67,Ashley Brown,Female,73,65+,Detroit,MI,Central,2021-06-14,customer580@email.com
TXN002107,C00422,2022-06-26,Electronics,Headphones,1,108.67,0.1,97.8,Barbara White,Female,26,26-35,Los Angeles,CA,West,2021-12-01,customer422@email.com
TXN002166,C00435,2022-06-27,Beauty,Skincare,2,412.22,0.0,824.43,Matthew Hernandez,Female,72,65+,Charlotte,NC,South,2024-04-08,customer435@email.com
TXN003039,C00638,2022-06-28,Home,Decor,1,172.58,0.1,155.32,Ashley Ramirez,Male,59,56-65,Boston,MA,East,2024-04-10,customer638@email.com
TXN002532,C00525,2022-06-28,Home,Decor,2,73.21,0.0,146.42,Linda Moore,Male,63,56-65,Phoenix,AZ,West,2022-02-05,customer525@email.com
TXN001533,C00295,2022-06-28,Electronics,Tablet,3,66.36,0.0,199.08,Donna Martin,Female,61,56-65,Charlotte,NC,South,2024-01-24,customer295@email.com
TXN000342,C00058,2022-06-28,Sports,Running Shoes,3,202.52,0.0,607.57,Sandra Jones,Male,73,65+,Boston,MA,East,2024-02-11,customer58@email.com
TXN003195,C00675,2022-06-28,Electronics,Laptop,2,248.36,0.05,471.89,Donald Brown,Male,47,46-55,Charlotte,NC,South,2023-09-07,customer675@email.com
TXN001496,C00289,2022-06-28,Home,Bedding,1,115.41,0.0,115.41,Barbara Martin,Female,30,26-35,Dallas,TX,South,2021-05-19,customer289@email.com
TXN003588,C00767,2022-06-28,Home,Bedding,2,70.8,0.1,127.43,Barbara Brown,Female,58,56-65,San Antonio,TX,South,2021-02-08,customer767@email.com
TXN000408,C00075,2022-06-28,Clothing,T-Shirt,2,114.3,0.15,194.32,Thomas Moore,Female,66,65+,Charlotte,NC,South,2022-09-16,customer75@email.com
TXN000515,C00097,2022-06-29,Electronics,Smartphone,2,381.83,0.0,763.65,Karen Davis,Female,47,46-55,Denver,CO,West,2021-01-17,customer97@email.com
TXN003480,C00746,2022-06-29,Sports,Running Shoes,2,18.48,0.05,35.12,Lisa Brown,Female,69,65+,Philadelphia,PA,East,2022-01-01,customer746@email.com
TXN002832,C00584,2022-06-30,Beauty,Skincare,2,103.9,0.0,207.8,David Martinez,Male,18,18-25,Houston,TX,South,2023-11-10,customer584@email.com
TXN001784,C00351,2022-06-30,Sports,Bicycle,3,294.61,0.0,883.84,Patricia Miller,Male,68,65+,Austin,TX,South,2024-03-10,customer351@email.com
TXN002464,C00510,2022-06-30,Electronics,Tablet,2,88.38,0.0,176.77,Susan Rodriguez,Male,34,26-35,San Jose,CA,West,2023-12-20,customer510@email.com
TXN001976,C00390,2022-07-02,Home,Lamp,3,162.47,0.0,487.41,Richard Clark,Female,42,36-45,San Jose,CA,West,2021-02-03,customer390@email.com
TXN002719,C00557,2022-07-03,Sports,Running Shoes,2,82.36,0.0,164.72,Christopher Perez,Male,53,46-55,Denver,CO,West,2024-02-15,customer557@email.com
TXN002097,C00419,2022-07-04,Beauty,Skincare,3,67.76,0.0,203.29,Margaret Lopez,Female,64,56-65,Nashville,TN,South,2022-05-04,customer419@email.com
TXN001767,C00346,2022-07-04,Home,Decor,1,53.75,0.05,51.06,Elizabeth Thompson,Male,67,65+,Philadelphia,PA,East,2022-10-24,customer346@email.com
TXN003652,C00785,2022-07-05,Sports,Running Shoes,1,156.84,0.05,149.0,Mary Johnson,Female,63,56-65,Phoenix,AZ,West,2023-10-31,customer785@email.com
TXN002772,C00569,2022-07-05,Home,Bedding,3,211.59,0.05,603.03,James Perez,Female,42,36-45,Dallas,TX,South,2023-04-18,customer569@email.com
TXN001575,C00301,2022-07-06,Beauty,Haircare,3,412.56,0.05,1175.8,Jennifer Martinez,Female,21,18-25,New York,NY,East,2021-03-19,customer301@email.com
TXN001120,C00213,2022-07-06,Beauty,Perfume,2,184.71,0.0,369.42,Thomas Taylor,Male,43,36-45,Fort Worth,TX,South,2021-06-26,customer213@email.com
TXN000100,C00014,2022-07-06,Clothing,T-Shirt,2,362.11,0.15,615.58,Donna Rodriguez,Male,56,56-65,Columbus,OH,Central,2022-10-09,customer14@email.com
TXN000236,C00043,2022-07-06,Sports,Yoga Mat,2,232.14,0.05,441.07,Robert Martin,Male,30,26-35,Chicago,IL,Central,2023-11-05,customer43@email.com
TXN001168,C00219,2022-07-06,Clothing,Sneakers,3,73.0,0.2,175.19,William Lee,Female,54,46-55,Nashville,TN,South,2023-02-10,customer219@email.com
TXN001033,C00195,2022-07-07,Clothing,Sneakers,2,349.82,0.1,629.67,Thomas Jones,Male,38,36-45,Charlotte,NC,South,2024-03-18,customer195@email.com
TXN003046,C00638,2022-07-07,Clothing,Jacket,2,383.53,0.0,767.06,Ashley Ramirez,Male,59,56-65,Boston,MA,East,2024-04-10,customer638@email.com
TXN001829,C00361,2022-07-07,Beauty,Haircare,3,119.72,0.0,359.17,Joshua Lewis,Male,40,36-45,New York,NY,East,2021-06-11,customer361@email.com
TXN001314,C00251,2022-07-07,Clothing,Jacket,3,400.68,0.05,1141.93,Richard Clark,Male,31,26-35,Austin,TX,South,2023-12-06,customer251@email.com
TXN003261,C00686,2022-07-07,Clothing,Jacket,2,196.72,0.0,393.43,Joseph Martin,Male,40,36-45,Philadelphia,PA,East,2023-04-15,customer686@email.com
TXN002576,C00538,2022-07-09,Home,Bedding,3,31.2,0.0,93.59,Ashley Anderson,Female,67,65+,Boston,MA,East,2022-12-17,customer538@email.com
TXN001371,C00263,2022-07-09,Electronics,Smartwatch,1,405.19,0.0,405.19,Thomas Garcia,Female,32,26-35,Chicago,IL,Central,2023-03-17,customer263@email.com
TXN001470,C00286,2022-07-09,Beauty,Skincare,3,342.21,0.0,1026.63,William Miller,Female,66,65+,Philadelphia,PA,East,2022-12-25,customer286@email.com
TXN002846,C00586,2022-07-10,Electronics,Smartphone,1,31.17,0.0,31.17,Emily Wilson,Male,66,65+,Philadelphia,PA,East,2023-12-19,customer586@email.com
TXN001426,C00275,2022-07-10,Sports,Yoga Mat,3,47.07,0.0,141.21,Paul Perez,Male,28,26-35,Charlotte,NC,South,2022-09-16,customer275@email.com
TXN002439,C00503,2022-07-10,Home,Sofa,2,192.73,0.0,385.46,Mark Martinez,Female,73,65+,Chicago,IL,Central,2023-04-29,customer503@email.com
TXN001260,C00244,2022-07-11,Electronics,Headphones,3,232.48,0.15,592.81,Nancy Sanchez,Male,73,65+,Houston,TX,South,2023-06-19,customer244@email.com
TXN000159,C00030,2022-07-11,Clothing,Jacket,1,25.97,0.0,25.97,Michelle Lewis,Male,26,26-35,San Jose,CA,West,2021-03-06,customer30@email.com
TXN002629,C00545,2022-07-11,Beauty,Skincare,1,241.33,0.1,217.19,Andrew Jackson,Male,63,56-65,Phoenix,AZ,West,2021-05-02,customer545@email.com
TXN000157,C00029,2022-07-11,Beauty,Makeup,2,109.33,0.05,207.73,Emily Martinez,Male,62,56-65,Dallas,TX,South,2023-12-01,customer29@email.com
TXN000132,C00023,2022-07-11,Beauty,Haircare,1,239.51,0.0,239.51,Daniel Martin,Male,53,46-55,Chicago,IL,Central,2021-06-11,customer23@email.com
TXN002197,C00442,2022-07-11,Electronics,Smartwatch,2,60.12,0.0,120.25,Joshua Thompson,Male,73,65+,Los Angeles,CA,West,2021-01-03,customer442@email.com
TXN002258,C00458,2022-07-12,Electronics,Smartphone,1,137.85,0.1,124.06,Kimberly Lopez,Male,64,56-65,Boston,MA,East,2023-02-20,customer458@email.com
TXN003505,C00753,2022-07-13,Sports,Dumbbells,3,215.29,0.0,645.88,Joshua Smith,Male,66,65+,Fort Worth,TX,South,2022-04-08,customer753@email.com
TXN000636,C00116,2022-07-13,Home,Lamp,2,274.65,0.0,549.31,Joseph Williams,Female,49,46-55,Seattle,WA,West,2024-01-21,customer116@email.com
TXN002586,C00539,2022-07-13,Sports,Yoga Mat,2,108.73,0.1,195.71,Jennifer Martin,Male,24,18-25,Nashville,TN,South,2024-01-13,customer539@email.com
TXN001381,C00264,2022-07-13,Electronics,Smartwatch,3,97.36,0.0,292.09,Donna Rodriguez,Male,56,56-65,Houston,TX,South,2022-04-30,customer264@email.com
TXN003118,C00657,2022-07-14,Sports,Running Shoes,3,176.91,0.0,530.74,Michelle Ramirez,Female,63,56-65,Denver,CO,West,2022-04-04,customer657@email.com
TXN001736,C00336,2022-07-15,Electronics,Smartwatch,2,151.74,0.0,303.49,Sarah Harris,Female,38,36-45,Seattle,WA,West,2022-01-06,customer336@email.com
TXN001548,C00298,2022-07-16,Home,Decor,3,106.06,0.0,318.19,Susan Taylor,Female,39,36-45,Boston,MA,East,2022-05-28,customer298@email.com
TXN001377,C00263,2022-07-16,Clothing,Jacket,3,158.07,0.0,474.22,Thomas Garcia,Female,32,26-35,Chicago,IL,Central,2023-03-17,customer263@email.com
TXN002568,C00536,2022-07-16,Clothing,T-Shirt,2,77.21,0.15,131.26,Betty Rodriguez,Female,56,56-65,Seattle,WA,West,2021-01-09,customer536@email.com
TXN000797,C00142,2022-07-17,Beauty,Makeup,1,69.62,0.05,66.14,Michael Davis,Male,27,26-35,Los Angeles,CA,West,2021-12-23,customer142@email.com
TXN001952,C00387,2022-07-18,Home,Cookware,3,148.91,0.0,446.73,Robert Harris,Female,54,46-55,San Antonio,TX,South,2024-02-07,customer387@email.com
TXN002155,C00433,2022-07-18,Sports,Dumbbells,3,85.17,0.0,255.52,Sandra Jackson,Male,61,56-65,Fort Worth,TX,South,2021-01-16,customer433@email.com
TXN003304,C00697,2022-07-19,Electronics,Laptop,3,345.1,0.05,983.53,Anthony Garcia,Female,63,56-65,Denver,CO,West,2021-04-05,customer697@email.com
TXN001972,C00390,2022-07-19,Home,Sofa,3,117.24,0.1,316.54,Richard Clark,Female,42,36-45,San Jose,CA,West,2021-02-03,customer390@email.com
TXN000616,C00114,2022-07-20,Electronics,Laptop,2,41.3,0.15,70.21,Kimberly Anderson,Male,31,26-35,Columbus,OH,Central,2022-05-27,customer114@email.com
TXN003528,C00755,2022-07-21,Electronics,Smartphone,2,406.69,0.0,813.38,Nancy Davis,Female,67,65+,Charlotte,NC,South,2021-08-05,customer755@email.com
TXN002624,C00544,2022-07-21,Sports,Yoga Mat,1,126.17,0.15,107.25,Jennifer Davis,Male,30,26-35,Houston,TX,South,2023-11-02,customer544@email.com
TXN002801,C00577,2022-07-21,Home,Sofa,3,393.68,0.05,1121.99,Sarah Moore,Male,60,56-65,Denver,CO,West,2021-05-13,customer577@email.com
TXN003443,C00734,2022-07-22,Sports,Yoga Mat,2,147.84,0.0,295.68,Lisa Perez,Male,46,46-55,Columbus,OH,Central,2024-02-28,customer734@email.com
TXN003221,C00677,2022-07-23,Clothing,T-Shirt,2,404.28,0.0,808.56,Andrew Lopez,Male,37,36-45,Denver,CO,West,2024-02-02,customer677@email.com
TXN000622,C00116,2022-07-23,Beauty,Perfume,1,392.65,0.0,392.65,Joseph Williams,Female,49,46-55,Seattle,WA,West,2024-01-21,customer116@email.com
TXN003080,C00647,2022-07-24,Beauty,Skincare,2,175.07,0.05,332.63,Karen Lewis,Female,27,26-35,San Antonio,TX,South,2021-05-26,customer647@email.com
TXN003681,C00791,2022-07-24,Electronics,Smartwatch,3,202.12,0.0,606.35,Joshua Jones,Male,68,65+,Austin,TX,South,2023-11-10,customer791@email.com
TXN001937,C00384,2022-07-24,Sports,Yoga Mat,1,401.87,0.05,381.77,Mary White,Female,26,26-35,Houston,TX,South,2024-02-13,customer384@email.com
TXN002913,C00603,2022-07-25,Electronics,Tablet,1,49.0,0.15,41.65,Karen Clark,Female,26,26-35,Chicago,IL,Central,2023-10-07,customer603@email.com
TXN000596,C00110,2022-07-25,Electronics,Headphones,3,67.1,0.0,201.31,Paul Harris,Male,46,46-55,San Jose,CA,West,2021-09-03,customer110@email.com
TXN001720,C00334,2022-07-25,Clothing,Jeans,3,53.7,0.1,144.99,Thomas Harris,Male,74,65+,Columbus,OH,Central,2022-02-24,customer334@email.com
TXN001166,C00218,2022-07-26,Beauty,Haircare,1,32.1,0.0,32.1,James Hernandez,Female,48,46-55,Boston,MA,East,2022-04-21,customer218@email.com
TXN001510,C00291,2022-07-26,Sports,Dumbbells,1,43.36,0.0,43.36,Betty Moore,Female,27,26-35,Austin,TX,South,2021-01-10,customer291@email.com
TXN001766,C00345,2022-07-26,Electronics,Smartphone,1,186.09,0.0,186.09,Joseph Gonzalez,Male,60,56-65,Phoenix,AZ,West,2024-03-30,customer345@email.com
TXN000696,C00127,2022-07-27,Sports,Bicycle,1,136.45,0.15,115.99,Sarah Perez,Male,36,36-45,San Antonio,TX,South,2022-10-19,customer127@email.com
TXN003458,C00737,2022-07-27,Sports,Dumbbells,1,96.96,0.05,92.11,Elizabeth Lewis,Male,39,36-45,Denver,CO,West,2023-03-13,customer737@email.com
TXN002417,C00499,2022-07-28,Clothing,Dress,3,58.28,0.0,174.83,Joshua Sanchez,Male,56,56-65,Nashville,TN,South,2024-01-28,customer499@email.com
TXN003235,C00680,2022-07-29,Beauty,Haircare,3,65.63,0.1,177.2,Betty Rodriguez,Female,49,46-55,Detroit,MI,Central,2023-09-05,customer680@email.com
TXN002560,C00533,2022-07-29,Home,Decor,3,157.92,0.0,473.76,Charles Anderson,Male,72,65+,Fort Worth,TX,South,2021-05-23,customer533@email.com
TXN000140,C00025,2022-07-29,Sports,Yoga Mat,1,446.93,0.15,379.89,John White,Female,74,65+,Phoenix,AZ,West,2022-04-01,customer25@email.com
TXN002250,C00456,2022-07-30,Home,Cookware,1,232.68,0.05,221.04,Donna Lopez,Female,34,26-35,Seattle,WA,West,2022-02-23,customer456@email.com
TXN003160,C00666,2022-07-30,Beauty,Makeup,2,402.96,0.0,805.93,Charles Perez,Female,20,18-25,Philadelphia,PA,East,2021-03-08,customer666@email.com
TXN000282,C00049,2022-07-30,Electronics,Tablet,2,163.63,0.05,310.9,Christopher Clark,Female,59,56-65,Dallas,TX,South,2024-01-15,customer49@email.com
TXN002793,C00573,2022-07-31,Electronics,Headphones,3,84.96,0.0,254.89,Lisa Martin,Male,28,26-35,Fort Worth,TX,South,2023-07-08,customer573@email.com
TXN002180,C00437,2022-08-01,Sports,Bicycle,1,57.83,0.0,57.83,Christopher Garcia,Male,46,46-55,Denver,CO,West,2023-11-29,customer437@email.com
TXN002918,C00606,2022-08-01,Clothing,Jeans,1,104.21,0.0,104.21,Elizabeth Anderson,Female,21,18-25,Philadelphia,PA,East,2024-03-28,customer606@email.com
TXN002320,C00473,2022-08-02,Home,Decor,3,251.12,0.0,753.37,Charles Brown,Female,42,36-45,Fort Worth,TX,South,2023-02-20,customer473@email.com
TXN000586,C00108,2022-08-03,Electronics,Headphones,3,41.54,0.1,112.17,Joshua Wilson,Female,34,26-35,San Diego,CA,West,2022-05-05,customer108@email.com
TXN002551,C00531,2022-08-03,Electronics,Headphones,2,36.72,0.05,69.76,Karen Martin,Male,56,56-65,Austin,TX,South,2024-02-01,customer531@email.com
TXN001924,C00382,2022-08-03,Home,Cookware,2,101.52,0.1,182.74,Anthony Rodriguez,Female,63,56-65,Los Angeles,CA,West,2022-12-15,customer382@email.com
TXN003645,C00783,2022-08-04,Clothing,Jeans,3,73.88,0.0,221.63,Kimberly Martinez,Male,52,46-55,Chicago,IL,Central,2022-03-25,customer783@email.com
TXN003506,C00753,2022-08-04,Home,Cookware,3,138.63,0.1,374.29,Joshua Smith,Male,66,65+,Fort Worth,TX,South,2022-04-08,customer753@email.com
TXN003112,C00656,2022-08-04,Beauty,Makeup,3,61.76,0.2,148.22,Barbara Williams,Female,66,65+,Seattle,WA,West,2022-09-29,customer656@email.com
TXN000813,C00146,2022-08-04,Beauty,Skincare,2,282.36,0.0,564.72,Barbara Rodriguez,Female,33,26-35,Philadelphia,PA,East,2022-05-31,customer146@email.com
TXN000707,C00129,2022-08-04,Electronics,Smartphone,1,242.98,0.1,218.68,Paul Jones,Male,26,26-35,Dallas,TX,South,2021-04-27,customer129@email.com
TXN002502,C00518,2022-08-05,Clothing,Jeans,1,341.76,0.05,324.67,Joseph Martinez,Male,41,36-45,Boston,MA,East,2022-05-16,customer518@email.com
TXN002042,C00403,2022-08-05,Clothing,T-Shirt,2,89.89,0.0,179.78,Karen Jackson,Male,73,65+,Chicago,IL,Central,2023-01-28,customer403@email.com
TXN001481,C00286,2022-08-06,Home,Lamp,1,383.98,0.0,383.98,William Miller,Female,66,65+,Philadelphia,PA,East,2022-12-25,customer286@email.com
TXN001967,C00389,2022-08-07,Clothing,T-Shirt,1,82.48,0.05,78.35,Mary Davis,Female,55,46-55,Dallas,TX,South,2021-02-11,customer389@email.com
TXN003675,C00789,2022-08-07,Home,Bedding,3,20.01,0.0,60.04,Mark Williams,Female,29,26-35,Dallas,TX,South,2022-08-25,customer789@email.com
TXN000608,C00112,2022-08-07,Home,Lamp,3,307.58,0.0,922.73,Karen Gonzalez,Female,24,18-25,Jacksonville,FL,South,2023-07-10,customer112@email.com
TXN003340,C00705,2022-08-07,Clothing,Sneakers,1,229.92,0.2,183.93,Charles White,Male,23,18-25,Phoenix,AZ,West,2023-09-16,customer705@email.com
TXN003648,C00784,2022-08-07,Sports,Bicycle,3,112.94,0.15,288.0,Sandra Lee,Female,42,36-45,Houston,TX,South,2023-05-24,customer784@email.com
TXN002271,C00461,2022-08-07,Electronics,Smartphone,1,155.93,0.15,132.54,Daniel Thompson,Female,59,56-65,New York,NY,East,2023-07-10,customer461@email.com
TXN002390,C00494,2022-08-08,Clothing,Jacket,1,42.62,0.05,40.49,Elizabeth Sanchez,Female,24,18-25,Columbus,OH,Central,2023-08-06,customer494@email.com
TXN003376,C00718,2022-08-08,Electronics,Headphones,3,222.42,0.0,667.27,Matthew Clark,Female,39,36-45,Boston,MA,East,2022-06-03,customer718@email.com
TXN003572,C00762,2022-08-08,Electronics,Smartwatch,3,88.98,0.0,266.95,Elizabeth Sanchez,Male,42,36-45,Los Angeles,CA,West,2023-04-26,customer762@email.com
TXN003684,C00791,2022-08-08,Electronics,Laptop,2,52.5,0.1,94.51,Joshua Jones,Male,68,65+,Austin,TX,South,2023-11-10,customer791@email.com
TXN002821,C00580,2022-08-08,Beauty,Makeup,2,172.92,0.0,345.83,Ashley Brown,Female,73,65+,Detroit,MI,Central,2021-06-14,customer580@email.com
TXN001383,C00265,2022-08-09,Electronics,Laptop,1,248.12,0.0,248.12,John Brown,Male,61,56-65,Phoenix,AZ,West,2021-03-27,customer265@email.com
TXN002414,C00498,2022-08-09,Electronics,Smartphone,2,222.65,0.0,445.3,Anthony Martin,Female,34,26-35,Boston,MA,East,2023-01-08,customer498@email.com
TXN000374,C00067,2022-08-09,Sports,Yoga Mat,3,379.76,0.05,1082.31,Ashley Williams,Female,23,18-25,San Antonio,TX,South,2021-05-24,customer67@email.com
TXN002723,C00557,2022-08-11,Clothing,Dress,3,216.97,0.1,585.81,Christopher Perez,Male,53,46-55,Denver,CO,West,2024-02-15,customer557@email.com
