CustomerID,CustomerName,Gender,Age,AgeGroup,City,State,Region,JoinDate,Recency,Frequency,Monetary,AvgOrderValue,FirstPurchase,LastPurchase,RecencyStatus,Cluster,Segment
C00165,Susan Johnson,Female,42,36-45,Phoenix,AZ,West,2021-03-03,131,4,975.62,243.9,2023-09-22,2025-02-18,Cool (91-180),1,Potential / Occasional
C00166,Donna White,Female,66,65+,Philadelphia,PA,East,2022-02-01,17,11,7127.39,647.94,2022-08-20,2025-06-12,Active (0-30),0,High-Value Champions
C00167,Paul Johnson,Female,36,36-45,San Antonio,TX,South,2022-01-31,107,15,8054.98,537.0,2022-03-03,2025-03-14,Cool (91-180),0,High-Value Champions
C00168,Christopher Johnson,Male,45,36-45,San Diego,CA,West,2021-03-17,3,2,183.11,91.56,2022-04-06,2025-06-26,Active (0-30),1,Potential / Occasional
C00169,Patricia Jackson,Female,69,65+,Dallas,TX,South,2022-12-19,882,2,206.33,103.16,2022-05-13,2023-01-29,At Risk (180+),2,Low-Value / At-Risk
C00170,Donald Taylor,Female,33,26-35,San Jose,CA,West,2023-05-01,300,1,178.67,178.67,2024-09-02,2024-09-02,At Risk (180+),1,Potential / Occasional
C00171,Kimberly Garcia,Male,29,26-35,Austin,TX,South,2023-06-04,488,1,55.23,55.23,2024-02-27,2024-02-27,At Risk (180+),1,Potential / Occasional
C00172,Patricia Taylor,Female,38,36-45,Jacksonville,FL,South,2023-11-15,1114,1,116.73,116.73,2022-06-11,2022-06-11,At Risk (180+),2,Low-Value / At-Risk
C00173,Jennifer Ramirez,Female,56,56-65,Fort Worth,TX,South,2024-03-20,198,1,125.46,125.46,2024-12-13,2024-12-13,At Risk (180+),1,Potential / Occasional
C00174,Barbara Williams,Female,56,56-65,Columbus,OH,Central,2021-04-19,1163,1,47.05,47.05,2022-04-23,2022-04-23,At Risk (180+),2,Low-Value / At-Risk
C00175,Joshua Williams,Female,22,18-25,Charlotte,NC,South,2022-02-02,40,4,963.21,240.8,2023-03-19,2025-05-20,Warm (31-90),1,Potential / Occasional
C00176,Jessica Gonzalez,Female,60,56-65,Seattle,WA,West,2024-04-01,404,4,1283.81,320.95,2022-09-24,2024-05-21,At Risk (180+),1,Potential / Occasional
C00177,Linda Lewis,Female,26,26-35,Denver,CO,West,2022-10-20,593,2,130.48,65.24,2022-10-30,2023-11-14,At Risk (180+),2,Low-Value / At-Risk
C00178,Andrew Davis,Female,34,26-35,Boston,MA,East,2024-01-03,114,8,5098.34,637.29,2022-02-04,2025-03-07,Cool (91-180),3,Loyal Frequent
C00179,Donna Martin,Female,59,56-65,Nashville,TN,South,2024-04-12,336,2,571.32,285.66,2022-01-29,2024-07-28,At Risk (180+),1,Potential / Occasional
C00180,John Martin,Female,19,18-25,Detroit,MI,Central,2023-08-04,175,4,1275.07,318.77,2022-12-25,2025-01-05,Cool (91-180),1,Potential / Occasional
C00181,Jennifer Wilson,Male,36,36-45,New York,NY,East,2021-01-29,99,2,184.35,92.18,2022-06-14,2025-03-22,Cool (91-180),1,Potential / Occasional
C00182,Donna Jackson,Male,24,18-25,Los Angeles,CA,West,2022-05-15,746,1,279.23,279.23,2023-06-14,2023-06-14,At Risk (180+),2,Low-Value / At-Risk
C00183,Kimberly Hernandez,Female,53,46-55,Chicago,IL,Central,2021-08-05,246,6,1825.43,304.24,2023-08-21,2024-10-26,At Risk (180+),3,Loyal Frequent
C00184,Thomas Miller,Female,36,36-45,Houston,TX,South,2023-12-30,1006,1,32.79,32.79,2022-09-27,2022-09-27,At Risk (180+),2,Low-Value / At-Risk
C00185,Christopher Davis,Male,56,56-65,Phoenix,AZ,West,2022-03-21,108,11,4461.94,405.63,2022-04-23,2025-03-13,Cool (91-180),3,Loyal Frequent
C00186,Thomas Gonzalez,Male,36,36-45,Philadelphia,PA,East,2021-04-01,127,2,226.97,113.48,2022-11-17,2025-02-22,Cool (91-180),1,Potential / Occasional
C00187,William Perez,Male,62,56-65,San Antonio,TX,South,2021-02-08,59,3,382.93,127.64,2024-02-18,2025-05-01,Warm (31-90),1,Potential / Occasional
C00188,Karen Anderson,Male,37,36-45,San Diego,CA,West,2022-10-15,111,8,5400.01,675.0,2023-02-19,2025-03-10,Cool (91-180),3,Loyal Frequent
C00189,Christopher Robinson,Female,58,56-65,Dallas,TX,South,2022-04-21,39,2,347.71,173.86,2024-12-24,2025-05-21,Warm (31-90),1,Potential / Occasional
C00190,Robert Smith,Female,45,36-45,San Jose,CA,West,2023-10-22,87,10,4704.17,470.42,2022-02-25,2025-04-03,Warm (31-90),3,Loyal Frequent
C00191,Sandra Martin,Male,66,65+,Austin,TX,South,2021-07-09,297,5,823.62,164.72,2022-04-15,2024-09-05,At Risk (180+),1,Potential / Occasional
C00192,Andrew Brown,Female,70,65+,Jacksonville,FL,South,2023-04-04,638,2,100.46,50.23,2023-01-06,2023-09-30,At Risk (180+),2,Low-Value / At-Risk
C00193,Robert Moore,Female,62,56-65,Fort Worth,TX,South,2021-05-14,51,11,5079.29,461.75,2022-02-06,2025-05-09,Warm (31-90),0,High-Value Champions
C00194,Susan Taylor,Female,64,56-65,Columbus,OH,Central,2022-11-03,190,7,2294.39,327.77,2023-10-01,2024-12-21,At Risk (180+),3,Loyal Frequent
C00195,Thomas Jones,Male,38,36-45,Charlotte,NC,South,2024-03-18,86,16,7323.58,457.72,2022-07-07,2025-04-04,Warm (31-90),0,High-Value Champions
C00196,Daniel Lewis,Female,53,46-55,Seattle,WA,West,2021-07-22,98,2,292.22,146.11,2024-02-28,2025-03-23,Cool (91-180),1,Potential / Occasional
C00197,Robert Lewis,Female,31,26-35,Denver,CO,West,2021-02-16,517,2,161.09,80.54,2023-12-09,2024-01-29,At Risk (180+),2,Low-Value / At-Risk
C00198,Jessica Lopez,Male,70,65+,Boston,MA,East,2024-03-12,767,1,156.51,156.51,2023-05-24,2023-05-24,At Risk (180+),2,Low-Value / At-Risk
C00199,Charles Garcia,Female,28,26-35,Nashville,TN,South,2022-10-18,42,14,7626.01,544.72,2022-01-20,2025-05-18,Warm (31-90),0,High-Value Champions
C00200,Mark Clark,Female,33,26-35,Detroit,MI,Central,2023-11-02,16,3,242.05,80.68,2023-05-14,2025-06-13,Active (0-30),1,Potential / Occasional
C00201,Paul Thompson,Male,41,36-45,New York,NY,East,2023-08-26,179,4,1732.73,433.18,2023-12-16,2025-01-01,Cool (91-180),1,Potential / Occasional
C00202,Karen Martin,Male,45,36-45,Los Angeles,CA,West,2022-10-30,175,10,5019.55,501.96,2022-02-12,2025-01-05,Cool (91-180),3,Loyal Frequent
C00203,Kimberly Smith,Male,67,65+,Chicago,IL,Central,2022-11-07,321,1,225.95,225.95,2024-08-12,2024-08-12,At Risk (180+),1,Potential / Occasional
C00204,Emily Martinez,Male,58,56-65,Houston,TX,South,2022-06-24,291,8,3398.88,424.86,2022-09-06,2024-09-11,At Risk (180+),3,Loyal Frequent
C00205,Michael Lewis,Female,71,65+,Phoenix,AZ,West,2023-01-10,653,2,269.42,134.71,2023-05-10,2023-09-15,At Risk (180+),2,Low-Value / At-Risk
C00206,William Rodriguez,Female,50,46-55,Philadelphia,PA,East,2023-08-17,1005,2,166.53,83.26,2022-05-13,2022-09-28,At Risk (180+),2,Low-Value / At-Risk
C00207,Linda Lewis,Female,46,46-55,San Antonio,TX,South,2022-04-06,94,3,280.46,93.49,2022-02-10,2025-03-27,Cool (91-180),1,Potential / Occasional
C00208,Michael White,Female,23,18-25,San Diego,CA,West,2023-06-28,353,1,49.8,49.8,2024-07-11,2024-07-11,At Risk (180+),1,Potential / Occasional
C00209,Emily Jones,Female,64,56-65,Dallas,TX,South,2023-06-02,61,3,174.61,58.2,2023-09-13,2025-04-29,Warm (31-90),1,Potential / Occasional
C00210,Sarah Martinez,Male,47,46-55,San Jose,CA,West,2022-03-26,648,6,1824.56,304.09,2022-05-06,2023-09-20,At Risk (180+),2,Low-Value / At-Risk
C00211,Joshua Miller,Male,73,65+,Austin,TX,South,2023-05-27,1129,1,131.6,131.6,2022-05-27,2022-05-27,At Risk (180+),2,Low-Value / At-Risk
C00212,Nancy Miller,Female,49,46-55,Jacksonville,FL,South,2022-01-09,45,4,1256.84,314.21,2022-03-15,2025-05-15,Warm (31-90),1,Potential / Occasional
C00213,Thomas Taylor,Male,43,36-45,Fort Worth,TX,South,2021-06-26,23,19,9096.64,478.77,2022-03-27,2025-06-06,Active (0-30),0,High-Value Champions
C00214,Ashley Rodriguez,Male,44,36-45,Columbus,OH,Central,2021-03-04,89,4,1377.41,344.35,2024-01-05,2025-04-01,Warm (31-90),1,Potential / Occasional
C00215,Patricia Williams,Female,51,46-55,Charlotte,NC,South,2022-11-20,12,19,9253.29,487.02,2022-09-01,2025-06-17,Active (0-30),0,High-Value Champions
C00216,Margaret Clark,Male,18,18-25,Seattle,WA,West,2021-04-15,31,2,112.49,56.24,2024-11-02,2025-05-29,Warm (31-90),1,Potential / Occasional
C00217,Sarah Johnson,Male,23,18-25,Denver,CO,West,2022-02-09,834,4,933.16,233.29,2022-03-01,2023-03-18,At Risk (180+),2,Low-Value / At-Risk
C00218,James Hernandez,Female,48,46-55,Boston,MA,East,2022-04-21,87,3,124.9,41.63,2022-07-26,2025-04-03,Warm (31-90),1,Potential / Occasional
C00219,William Lee,Female,54,46-55,Nashville,TN,South,2023-02-10,529,2,256.61,128.3,2022-07-06,2024-01-17,At Risk (180+),2,Low-Value / At-Risk
C00220,Thomas Garcia,Female,36,36-45,Detroit,MI,Central,2022-11-08,743,2,270.36,135.18,2023-01-20,2023-06-17,At Risk (180+),2,Low-Value / At-Risk
C00221,Mark Moore,Male,26,26-35,New York,NY,East,2024-03-14,294,3,277.5,92.5,2024-03-14,2024-09-08,At Risk (180+),1,Potential / Occasional
C00222,Margaret Moore,Female,30,26-35,Los Angeles,CA,West,2021-01-01,562,1,213.75,213.75,2023-12-15,2023-12-15,At Risk (180+),2,Low-Value / At-Risk
C00223,James Brown,Female,49,46-55,Chicago,IL,Central,2022-03-25,94,6,1516.5,252.75,2022-02-18,2025-03-27,Cool (91-180),3,Loyal Frequent
C00224,Robert Lewis,Male,25,18-25,Houston,TX,South,2021-02-03,250,1,99.17,99.17,2024-10-22,2024-10-22,At Risk (180+),1,Potential / Occasional
C00225,Elizabeth Moore,Female,71,65+,Phoenix,AZ,West,2021-06-03,312,8,3600.53,450.07,2023-02-21,2024-08-21,At Risk (180+),3,Loyal Frequent
C00226,John Clark,Female,67,65+,Philadelphia,PA,East,2021-04-28,33,3,479.0,159.67,2023-07-12,2025-05-27,Warm (31-90),1,Potential / Occasional
C00227,Lisa Jackson,Female,61,56-65,San Antonio,TX,South,2021-09-25,456,4,1505.6,376.4,2022-04-27,2024-03-30,At Risk (180+),1,Potential / Occasional
C00228,Emily Jones,Male,74,65+,San Diego,CA,West,2022-01-24,596,8,2628.68,328.58,2022-05-27,2023-11-11,At Risk (180+),3,Loyal Frequent
C00229,Margaret Jones,Male,64,56-65,Dallas,TX,South,2022-02-05,172,4,930.27,232.57,2023-09-11,2025-01-08,Cool (91-180),1,Potential / Occasional
C00230,John Martinez,Female,38,36-45,San Jose,CA,West,2023-07-08,162,10,4961.68,496.17,2022-05-14,2025-01-18,Cool (91-180),3,Loyal Frequent
C00231,Lisa Lewis,Female,56,56-65,Austin,TX,South,2022-08-01,985,1,68.52,68.52,2022-10-18,2022-10-18,At Risk (180+),2,Low-Value / At-Risk
C00232,John Lewis,Female,67,65+,Jacksonville,FL,South,2023-02-03,784,1,310.53,310.53,2023-05-07,2023-05-07,At Risk (180+),2,Low-Value / At-Risk
C00233,Daniel Miller,Female,32,26-35,Fort Worth,TX,South,2021-04-08,888,3,212.06,70.69,2022-06-25,2023-01-23,At Risk (180+),2,Low-Value / At-Risk
C00234,Jessica Perez,Male,51,46-55,Columbus,OH,Central,2023-05-09,824,1,250.01,250.01,2023-03-28,2023-03-28,At Risk (180+),2,Low-Value / At-Risk
C00235,Michael Lopez,Female,41,36-45,Charlotte,NC,South,2021-09-06,1235,1,120.0,120.0,2022-02-10,2022-02-10,At Risk (180+),2,Low-Value / At-Risk
C00236,Emily Lewis,Male,59,56-65,Seattle,WA,West,2023-10-17,191,7,2840.66,405.81,2022-02-24,2024-12-20,At Risk (180+),3,Loyal Frequent
C00237,Anthony Martin,Female,21,18-25,Denver,CO,West,2021-03-22,712,2,137.57,68.78,2023-04-17,2023-07-18,At Risk (180+),2,Low-Value / At-Risk
C00238,Elizabeth Robinson,Female,27,26-35,Boston,MA,East,2021-05-18,284,1,82.42,82.42,2024-09-18,2024-09-18,At Risk (180+),1,Potential / Occasional
C00239,Jessica Ramirez,Male,41,36-45,Nashville,TN,South,2023-02-24,4,8,3932.49,491.56,2022-05-01,2025-06-25,Active (0-30),3,Loyal Frequent
C00240,David Sanchez,Female,70,65+,Detroit,MI,Central,2021-03-10,378,8,4547.04,568.38,2022-03-26,2024-06-16,At Risk (180+),3,Loyal Frequent
C00241,Barbara Lewis,Male,60,56-65,New York,NY,East,2021-07-24,786,2,446.02,223.01,2023-05-01,2023-05-05,At Risk (180+),2,Low-Value / At-Risk
C00242,Anthony Smith,Male,72,65+,Los Angeles,CA,West,2021-04-21,98,2,309.12,154.56,2023-05-08,2025-03-23,Cool (91-180),1,Potential / Occasional
C00243,Barbara White,Male,71,65+,Chicago,IL,Central,2023-04-28,422,2,414.93,207.46,2023-08-06,2024-05-03,At Risk (180+),1,Potential / Occasional
C00244,Nancy Sanchez,Male,73,65+,Houston,TX,South,2023-06-19,129,14,7432.07,530.86,2022-07-11,2025-02-20,Cool (91-180),0,High-Value Champions
C00245,Anthony Sanchez,Female,20,18-25,Phoenix,AZ,West,2021-10-08,23,11,4363.7,396.7,2022-02-02,2025-06-06,Active (0-30),3,Loyal Frequent
C00246,Jessica Rodriguez,Female,67,65+,Philadelphia,PA,East,2022-10-29,127,3,255.91,85.3,2023-12-29,2025-02-22,Cool (91-180),1,Potential / Occasional
C00247,David Sanchez,Male,36,36-45,San Antonio,TX,South,2021-03-02,364,2,70.12,35.06,2022-03-30,2024-06-30,At Risk (180+),1,Potential / Occasional
C00248,Michael Gonzalez,Male,59,56-65,San Diego,CA,West,2023-10-26,175,3,336.76,112.25,2022-06-03,2025-01-05,Cool (91-180),1,Potential / Occasional
C00249,John Ramirez,Male,18,18-25,Dallas,TX,South,2022-06-18,69,19,10122.94,532.79,2022-03-31,2025-04-21,Warm (31-90),0,High-Value Champions
C00250,Donald Davis,Male,43,36-45,San Jose,CA,West,2022-10-07,315,2,150.82,75.41,2023-04-21,2024-08-18,At Risk (180+),1,Potential / Occasional
C00251,Richard Clark,Male,31,26-35,Austin,TX,South,2023-12-06,41,17,9273.03,545.47,2022-07-07,2025-05-19,Warm (31-90),0,High-Value Champions
C00252,Sandra Lopez,Male,64,56-65,Jacksonville,FL,South,2024-01-02,538,4,895.11,223.78,2022-01-31,2024-01-08,At Risk (180+),2,Low-Value / At-Risk
C00253,Karen Clark,Female,73,65+,Fort Worth,TX,South,2024-02-19,1251,1,103.59,103.59,2022-01-25,2022-01-25,At Risk (180+),2,Low-Value / At-Risk
C00254,Joseph Davis,Male,65,56-65,Columbus,OH,Central,2021-12-16,2,3,690.12,230.04,2023-05-17,2025-06-27,Active (0-30),1,Potential / Occasional
C00255,Mary Perez,Male,18,18-25,Charlotte,NC,South,2021-12-03,530,6,1624.59,270.76,2022-08-21,2024-01-16,At Risk (180+),3,Loyal Frequent
C00256,Richard Gonzalez,Female,69,65+,Seattle,WA,West,2021-01-08,476,3,418.64,139.55,2023-05-06,2024-03-10,At Risk (180+),1,Potential / Occasional
C00257,Nancy Rodriguez,Female,73,65+,Denver,CO,West,2022-12-20,235,3,516.54,172.18,2024-07-06,2024-11-06,At Risk (180+),1,Potential / Occasional
C00258,Robert Harris,Male,45,36-45,Boston,MA,East,2022-12-27,89,14,6742.56,481.61,2022-04-11,2025-04-01,Warm (31-90),0,High-Value Champions
C00259,Sarah Lopez,Male,62,56-65,Nashville,TN,South,2021-03-19,374,2,535.39,267.7,2022-01-29,2024-06-20,At Risk (180+),1,Potential / Occasional
C00260,Steven Gonzalez,Male,73,65+,Detroit,MI,Central,2022-10-28,363,2,178.34,89.17,2022-05-31,2024-07-01,At Risk (180+),1,Potential / Occasional
C00261,Paul Hernandez,Female,64,56-65,New York,NY,East,2023-06-02,600,2,356.46,178.23,2023-05-09,2023-11-07,At Risk (180+),2,Low-Value / At-Risk
C00262,Mary Brown,Female,64,56-65,Los Angeles,CA,West,2023-07-08,726,2,482.19,241.1,2022-04-05,2023-07-04,At Risk (180+),2,Low-Value / At-Risk
C00263,Thomas Garcia,Female,32,26-35,Chicago,IL,Central,2023-03-17,130,8,3262.08,407.76,2022-07-09,2025-02-19,Cool (91-180),3,Loyal Frequent
C00264,Donna Rodriguez,Male,56,56-65,Houston,TX,South,2022-04-30,3,4,931.66,232.92,2022-03-02,2025-06-26,Active (0-30),1,Potential / Occasional
C00265,John Brown,Male,61,56-65,Phoenix,AZ,West,2021-03-27,353,4,928.37,232.09,2022-08-09,2024-07-11,At Risk (180+),1,Potential / Occasional
C00266,Joshua Wilson,Female,37,36-45,Philadelphia,PA,East,2022-06-21,52,3,510.96,170.32,2023-02-20,2025-05-08,Warm (31-90),1,Potential / Occasional
C00267,Daniel White,Female,20,18-25,San Antonio,TX,South,2021-01-25,181,2,290.86,145.43,2022-06-11,2024-12-30,At Risk (180+),1,Potential / Occasional
C00268,Christopher Wilson,Female,64,56-65,San Diego,CA,West,2021-08-21,31,4,1147.06,286.76,2022-01-12,2025-05-29,Warm (31-90),1,Potential / Occasional
C00269,Joshua Taylor,Female,51,46-55,Dallas,TX,South,2021-08-16,385,2,482.12,241.06,2022-03-03,2024-06-09,At Risk (180+),1,Potential / Occasional
C00270,Linda Gonzalez,Female,66,65+,San Jose,CA,West,2022-09-15,31,12,7555.18,629.6,2022-01-01,2025-05-29,Warm (31-90),0,High-Value Champions
C00271,Andrew Miller,Male,58,56-65,Austin,TX,South,2023-01-18,317,3,378.37,126.12,2022-11-28,2024-08-16,At Risk (180+),1,Potential / Occasional
C00272,Thomas Johnson,Male,43,36-45,Jacksonville,FL,South,2022-09-05,442,2,277.64,138.82,2023-03-31,2024-04-13,At Risk (180+),1,Potential / Occasional
C00273,Margaret Smith,Female,54,46-55,Fort Worth,TX,South,2021-11-11,191,8,3361.02,420.13,2022-09-15,2024-12-20,At Risk (180+),3,Loyal Frequent
C00274,Kimberly Robinson,Male,23,18-25,Columbus,OH,Central,2022-10-24,274,2,318.35,159.17,2022-09-22,2024-09-28,At Risk (180+),1,Potential / Occasional
C00275,Paul Perez,Male,28,26-35,Charlotte,NC,South,2022-09-16,163,3,286.74,95.58,2022-07-10,2025-01-17,Cool (91-180),1,Potential / Occasional
C00276,Richard Lopez,Male,72,65+,Seattle,WA,West,2021-12-16,193,6,2250.76,375.13,2022-02-23,2024-12-18,At Risk (180+),3,Loyal Frequent
C00277,Margaret Williams,Male,68,65+,Denver,CO,West,2024-03-06,361,1,46.34,46.34,2024-07-03,2024-07-03,At Risk (180+),1,Potential / Occasional
C00278,Nancy Martin,Male,53,46-55,Boston,MA,East,2022-06-27,244,1,107.38,107.38,2024-10-28,2024-10-28,At Risk (180+),1,Potential / Occasional
C00279,Christopher Perez,Male,19,18-25,Nashville,TN,South,2023-07-09,42,5,1312.15,262.43,2022-05-02,2025-05-18,Warm (31-90),3,Loyal Frequent
C00280,Linda White,Female,21,18-25,Detroit,MI,Central,2022-04-13,240,7,1493.71,213.39,2022-01-18,2024-11-01,At Risk (180+),3,Loyal Frequent
C00281,Karen Taylor,Female,47,46-55,New York,NY,East,2022-10-08,72,5,1301.51,260.3,2022-02-28,2025-04-18,Warm (31-90),3,Loyal Frequent
C00282,Karen Perez,Female,74,65+,Los Angeles,CA,West,2022-05-19,124,8,3367.97,421.0,2022-06-16,2025-02-25,Cool (91-180),3,Loyal Frequent
C00283,Anthony Hernandez,Female,25,18-25,Chicago,IL,Central,2021-07-13,70,2,507.08,253.54,2023-12-15,2025-04-20,Warm (31-90),1,Potential / Occasional
C00284,Betty Thompson,Male,61,56-65,Houston,TX,South,2023-11-16,1181,1,29.82,29.82,2022-04-05,2022-04-05,At Risk (180+),2,Low-Value / At-Risk
C00285,Charles Moore,Female,21,18-25,Phoenix,AZ,West,2021-11-22,335,1,98.7,98.7,2024-07-29,2024-07-29,At Risk (180+),1,Potential / Occasional
C00286,William Miller,Female,66,65+,Philadelphia,PA,East,2022-12-25,74,19,11155.4,587.13,2022-03-13,2025-04-16,Warm (31-90),0,High-Value Champions
C00287,Anthony Perez,Male,43,36-45,San Antonio,TX,South,2021-05-20,228,6,2055.91,342.65,2022-09-13,2024-11-13,At Risk (180+),3,Loyal Frequent
C00288,Matthew Perez,Male,54,46-55,San Diego,CA,West,2022-10-16,31,6,1798.89,299.82,2022-06-21,2025-05-29,Warm (31-90),3,Loyal Frequent
C00289,Barbara Martin,Female,30,26-35,Dallas,TX,South,2021-05-19,233,2,367.47,183.74,2022-06-28,2024-11-08,At Risk (180+),1,Potential / Occasional
C00290,Andrew Martinez,Male,67,65+,San Jose,CA,West,2021-09-16,56,12,5205.27,433.77,2022-01-11,2025-05-04,Warm (31-90),0,High-Value Champions
C00291,Betty Moore,Female,27,26-35,Austin,TX,South,2021-01-10,539,3,247.8,82.6,2022-07-26,2024-01-07,At Risk (180+),2,Low-Value / At-Risk
C00292,James Martinez,Male,57,56-65,Jacksonville,FL,South,2021-06-21,111,2,406.97,203.48,2022-03-23,2025-03-10,Cool (91-180),1,Potential / Occasional
C00293,Charles Miller,Male,26,26-35,Fort Worth,TX,South,2021-11-17,77,12,5909.01,492.42,2022-09-02,2025-04-13,Warm (31-90),0,High-Value Champions
C00294,Margaret Sanchez,Male,32,26-35,Columbus,OH,Central,2023-02-24,82,6,1863.08,310.51,2022-09-16,2025-04-08,Warm (31-90),3,Loyal Frequent
C00295,Donna Martin,Female,61,56-65,Charlotte,NC,South,2024-01-24,630,2,251.72,125.86,2022-06-28,2023-10-08,At Risk (180+),2,Low-Value / At-Risk
C00296,Christopher Anderson,Female,28,26-35,Seattle,WA,West,2021-11-30,164,6,1362.9,227.15,2022-03-17,2025-01-16,Cool (91-180),3,Loyal Frequent
C00297,Mark Anderson,Male,52,46-55,Denver,CO,West,2024-03-06,31,6,1544.32,257.39,2022-01-27,2025-05-29,Warm (31-90),3,Loyal Frequent
C00298,Susan Taylor,Female,39,36-45,Boston,MA,East,2022-05-28,401,5,945.11,189.02,2022-07-16,2024-05-24,At Risk (180+),1,Potential / Occasional
C00299,Donald Sanchez,Female,47,46-55,Nashville,TN,South,2023-05-23,59,6,1873.71,312.29,2022-09-16,2025-05-01,Warm (31-90),3,Loyal Frequent
C00300,David Perez,Male,36,36-45,Detroit,MI,Central,2022-12-26,28,12,4604.09,383.67,2022-08-19,2025-06-01,Active (0-30),0,High-Value Champions
C00301,Jennifer Martinez,Female,21,18-25,New York,NY,East,2021-03-19,143,8,4675.69,584.46,2022-04-08,2025-02-06,Cool (91-180),3,Loyal Frequent
C00302,Steven Perez,Female,42,36-45,Los Angeles,CA,West,2022-08-24,1101,1,134.51,134.51,2022-06-24,2022-06-24,At Risk (180+),2,Low-Value / At-Risk
C00303,Michelle Hernandez,Female,56,56-65,Chicago,IL,Central,2022-02-06,1221,1,93.44,93.44,2022-02-24,2022-02-24,At Risk (180+),2,Low-Value / At-Risk
C00304,Jennifer Clark,Male,68,65+,Houston,TX,South,2022-09-08,608,3,644.09,214.7,2022-01-28,2023-10-30,At Risk (180+),2,Low-Value / At-Risk
C00305,Jessica Perez,Female,32,26-35,Phoenix,AZ,West,2022-02-26,980,2,274.7,137.35,2022-04-11,2022-10-23,At Risk (180+),2,Low-Value / At-Risk
C00306,Karen Davis,Male,50,46-55,Philadelphia,PA,East,2023-09-20,178,1,25.0,25.0,2025-01-02,2025-01-02,Cool (91-180),1,Potential / Occasional
C00307,Richard Jones,Male,31,26-35,San Antonio,TX,South,2023-10-04,38,3,481.59,160.53,2022-08-21,2025-05-22,Warm (31-90),1,Potential / Occasional
C00308,Mary Johnson,Female,68,65+,San Diego,CA,West,2023-04-01,258,8,3447.72,430.96,2022-12-01,2024-10-14,At Risk (180+),3,Loyal Frequent
C00309,Jessica Thomas,Male,23,18-25,Dallas,TX,South,2023-11-29,122,2,85.9,42.95,2024-09-14,2025-02-27,Cool (91-180),1,Potential / Occasional
C00310,Michelle Ramirez,Female,25,18-25,San Jose,CA,West,2022-08-02,137,2,93.76,46.88,2022-11-21,2025-02-12,Cool (91-180),1,Potential / Occasional
C00311,Robert Anderson,Male,32,26-35,Austin,TX,South,2022-07-08,80,2,295.29,147.65,2022-10-11,2025-04-10,Warm (31-90),1,Potential / Occasional
C00312,Anthony Lewis,Female,53,46-55,Jacksonville,FL,South,2022-04-23,387,3,347.55,115.85,2023-07-13,2024-06-07,At Risk (180+),1,Potential / Occasional
C00313,Andrew Miller,Male,50,46-55,Fort Worth,TX,South,2021-06-06,205,6,1090.03,181.67,2023-06-08,2024-12-06,At Risk (180+),3,Loyal Frequent
C00314,Matthew Thomas,Male,72,65+,Columbus,OH,Central,2023-10-18,20,5,1227.21,245.44,2024-02-01,2025-06-09,Active (0-30),3,Loyal Frequent
C00315,Betty Davis,Male,39,36-45,Charlotte,NC,South,2021-10-16,218,6,2195.45,365.91,2022-11-26,2024-11-23,At Risk (180+),3,Loyal Frequent
C00316,Elizabeth Lee,Female,50,46-55,Seattle,WA,West,2022-06-01,36,8,2014.59,251.82,2022-01-27,2025-05-24,Warm (31-90),3,Loyal Frequent
C00317,James Lewis,Female,48,46-55,Denver,CO,West,2024-02-16,133,7,2160.82,308.69,2022-06-06,2025-02-16,Cool (91-180),3,Loyal Frequent
C00318,Michael Harris,Female,41,36-45,Boston,MA,East,2023-03-26,35,6,1604.86,267.48,2022-01-16,2025-05-25,Warm (31-90),3,Loyal Frequent
C00319,Margaret Davis,Male,46,46-55,Nashville,TN,South,2023-08-06,628,4,1074.09,268.52,2022-01-21,2023-10-10,At Risk (180+),2,Low-Value / At-Risk
C00320,Barbara Sanchez,Male,29,26-35,Detroit,MI,Central,2024-03-26,72,8,2908.02,363.5,2023-06-30,2025-04-18,Warm (31-90),3,Loyal Frequent
C00321,Kimberly Anderson,Male,68,65+,New York,NY,East,2021-05-10,230,4,1455.98,364.0,2022-05-13,2024-11-11,At Risk (180+),1,Potential / Occasional
C00322,Patricia Moore,Female,43,36-45,Los Angeles,CA,West,2023-01-25,512,2,169.23,84.62,2023-10-07,2024-02-03,At Risk (180+),2,Low-Value / At-Risk
C00323,Jessica Robinson,Female,27,26-35,Chicago,IL,Central,2021-03-10,295,2,251.06,125.53,2022-09-07,2024-09-07,At Risk (180+),1,Potential / Occasional
C00324,Linda Anderson,Female,25,18-25,Houston,TX,South,2023-05-22,454,2,48.06,24.03,2022-12-09,2024-04-01,At Risk (180+),1,Potential / Occasional
C00325,William Sanchez,Male,63,56-65,Phoenix,AZ,West,2021-01-23,664,2,163.47,81.74,2022-06-22,2023-09-04,At Risk (180+),2,Low-Value / At-Risk
C00326,Sandra Perez,Male,30,26-35,Philadelphia,PA,East,2021-12-29,1265,1,237.75,237.75,2022-01-11,2022-01-11,At Risk (180+),2,Low-Value / At-Risk
C00327,Kimberly Moore,Male,50,46-55,San Antonio,TX,South,2023-08-16,84,8,3391.1,423.89,2022-11-15,2025-04-06,Warm (31-90),3,Loyal Frequent
C00328,Joshua Hernandez,Female,61,56-65,San Diego,CA,West,2023-04-08,146,12,6792.46,566.04,2022-02-26,2025-02-03,Cool (91-180),0,High-Value Champions
